rows=3180
cols=8433
(1, 3215, -644)
(1, 6143, -578)
(1, 5805, -409)
(1, 2654, -927)
(1, 6305, 595)
(1, 2038, -753)
(1, 1307, -821)
(1, 921, -304)
(1, 1899, -574)
(1, 5243, -53)
(1, 8104, -944)
(1, 7626, -638)
(1, 2123, 592)
(1, 3967, 722)
(1, 1687, -517)
(1, 2779, -924)
(1, 2181, -108)
(1, 8374, -932)
(1, 1421, -820)
(1, 2397, 839)
(1, 1622, 62)
(1, 906, 852)
(1, 6843, -713)
(1, 2843, -712)
(1, 7030, 936)
(1, 1184, -744)
(1, 2101, -702)
(1, 1285, 250)
(1, 1468, -913)
(1, 143, -570)
(1, 7345, -657)
(1, 1960, -562)
(1, 4677, 929)
(1, 2748, 475)
(1, 3313, -236)
(1, 422, -830)
(1, 7032, -397)
(1, 2253, 642)
(1, 5025, -714)
(2, 7542, -917)
(2, 2116, -683)
(2, 1805, -591)
(2, 2493, 920)
(2, 2267, -144)
(2, 1847, -1019)
(2, 5957, -749)
(2, 2475, 840)
(2, 6336, -443)
(2, 3454, -589)
(2, 325, -676)
(2, 1492, -279)
(2, 3802, -624)
(2, 2585, -416)
(2, 2652, -998)
(2, 1209, 279)
(2, 8135, -962)
(2, 1305, 174)
(2, 2974, 311)
(2, 3734, 904)
(2, 7769, -889)
(2, 910, -33)
(2, 2243, -218)
(2, 7230, 408)
(2, 1557, 987)
(2, 2165, 1023)
(2, 1121, -663)
(2, 7109, -823)
(2, 1588, -505)
(2, 3381, -62)
(2, 3003, -787)
(2, 3210, -824)
(2, 2303, -533)
(2, 1283, -422)
(2, 6545, -827)
(2, 38, -727)
(2, 282, -848)
(2, 386, -550)
(2, 5984, 963)
(2, 2072, 827)
(3, 3758, 998)
(3, 6439, -737)
(3, 2209, 710)
(3, 856, -769)
(3, 6611, -946)
(3, 589, -522)
(3, 1922, -336)
(3, 1540, -726)
(3, 1046, -964)
(3, 4034, -629)
(3, 6875, -689)
(3, 423, -8)
(3, 1576, -528)
(3, 253, 742)
(3, 929, 1)
(3, 7198, -604)
(3, 6716, -979)
(3, 4598, -617)
(3, 5443, -584)
(3, 2939, -849)
(3, 3374, -846)
(3, 1505, -60)
(3, 5409, -783)
(3, 640, -723)
(3, 3878, 819)
(3, 1531, -566)
(3, 6513, 60)
(3, 1214, -915)
(3, 6133, -544)
(3, 136, 745)
(3, 1666, -935)
(3, 7152, -567)
(3, 234, 390)
(3, 2820, -625)
(3, 438, -809)
(3, 1573, -922)
(3, 722, -529)
(3, 4971, -424)
(3, 3720, -663)
(3, 4592, -832)
(3, 1797, -1003)
(3, 3520, -534)
(3, 2682, -841)
(3, 6353, 822)
(3, 4751, -674)
(3, 3998, -397)
(3, 6353, -413)
(3, 4247, -774)
(3, 607, -609)
(3, 1430, -491)
(3, 1645, -619)
(3, 1831, 214)
(3, 1811, -716)
(3, 4555, 525)
(3, 1212, -690)
(3, 3172, -45)
(3, 862, -804)
(3, 5267, -679)
(3, 1846, -702)
(3, 4497, -596)
(3, 1820, -551)
(3, 898, -634)
(3, 1113, 279)
(3, 2728, -683)
(3, 3766, 975)
(3, 5658, 403)
(3, 2421, -556)
(3, 697, -863)
(3, 2853, 766)
(3, 7437, -847)
(3, 2811, -815)
(3, 1923, -762)
(3, 410, 760)
(3, 3130, -514)
(3, 7392, -564)
(3, 1097, -833)
(3, 4141, -886)
(3, 6774, -710)
(3, 6143, -599)
(3, 6183, 45)
(3, 243, 207)
(3, 8415, -769)
(3, 975, -911)
(3, 906, 865)
(3, 3332, -947)
(3, 7954, -840)
(3, 3061, -910)
(3, 383, -673)
(3, 1896, -890)
(3, 2712, -782)
(3, 91, -350)
(3, 111, 900)
(3, 3653, 721)
(3, 1831, 855)
(3, 194, 316)
(3, 667, -704)
(3, 5085, 924)
(3, 1134, -970)
(3, 5271, 399)
(3, 2522, -964)
(3, 7889, 427)
(3, 1414, 414)
(3, 4048, 654)
(3, 156, -854)
(3, 3000, 508)
(3, 6769, 763)
(3, 5780, -714)
(3, 156, -1022)
(3, 3126, -359)
(3, 6600, -656)
(3, 255, -808)
(3, 2173, -687)
(3, 571, -526)
(3, 1038, -567)
(3, 2408, -42)
(3, 1089, -420)
(3, 3653, -430)
(3, 3852, 911)
(3, 4275, -832)
(3, 2598, 167)
(3, 1629, -275)
(3, 1795, -744)
(3, 54, 308)
(3, 3788, -924)
(3, 4032, -944)
(3, 5138, -634)
(3, 1719, -544)
(3, 3612, 877)
(3, 2182, -992)
(3, 7701, -519)
(3, 4868, -516)
(3, 3109, -669)
(3, 3621, -827)
(3, 244, 864)
(3, 886, -263)
(3, 2347, -507)
(3, 5650, -973)
(3, 2264, -567)
(3, 2545, -635)
(3, 574, -425)
(3, 3294, -600)
(3, 1261, -379)
(3, 373, -847)
(3, 75, 711)
(3, 669, 392)
(3, 4202, -366)
(3, 5444, -552)
(3, 6989, -739)
(3, 4756, -545)
(3, 447, -1019)
(3, 4768, 521)
(3, 7110, 102)
(3, 3622, 541)
(3, 593, -737)
(3, 1084, -542)
(3, 2830, -775)
(3, 811, -586)
(3, 2976, -763)
(3, 6938, -896)
(3, 2980, -795)
(3, 5, -681)
(3, 3683, -534)
(3, 3289, -668)
(3, 2735, -293)
(3, 2793, -894)
(3, 3965, -587)
(3, 2485, 57)
(3, 3280, 279)
(3, 2482, 161)
(3, 6625, -308)
(3, 4392, 957)
(3, 1414, 128)
(3, 2244, 337)
(3, 196, -790)
(3, 1257, -864)
(3, 2323, 837)
(3, 4067, 721)
(3, 4679, -928)
(3, 3995, -598)
(3, 2533, -751)
(3, 3605, 860)
(3, 3676, 628)
(3, 6577, 483)
(3, 3554, -533)
(3, 3475, -970)
(3, 4868, -678)
(3, 2118, -760)
(3, 1039, -691)
(3, 1508, -1022)
(3, 1254, 711)
(3, 930, 424)
(3, 1403, 488)
(3, 7997, -818)
(3, 2738, -1014)
(3, 1612, 899)
(3, 1511, -626)
(3, 2767, -458)
(3, 2085, 127)
(3, 56, -618)
(3, 3718, 87)
(4, 4016, 652)
(4, 2503, -447)
(4, 2456, 1014)
(4, 2277, -937)
(4, 1950, -904)
(4, 2407, -658)
(4, 3558, -564)
(4, 3927, 185)
(4, 1015, -535)
(4, 6866, -555)
(4, 4110, -965)
(4, 587, -94)
(4, 8116, -584)
(4, 2106, 891)
(4, 3900, -662)
(4, 1941, -835)
(4, 1208, -586)
(4, 762, -61)
(4, 2383, 959)
(4, 53, 503)
(4, 4509, -607)
(4, 3557, -860)
(4, 6519, -656)
(4, 2004, -878)
(4, 1477, -815)
(5, 3006, 349)
(5, 2006, -907)
(5, 4836, -507)
(5, 3693, -747)
(5, 128, -708)
(5, 3092, -529)
(5, 1210, -725)
(5, 2986, -550)
(5, 4130, -513)
(5, 2515, -71)
(5, 1210, -38)
(5, 2006, 752)
(5, 4147, 958)
(5, 7483, -455)
(5, 1986, 437)
(5, 6510, -881)
(5, 3134, -252)
(5, 2954, 339)
(5, 2760, -707)
(5, 3232, 87)
(5, 3334, -618)
(5, 3119, -516)
(5, 2639, -243)
(5, 5257, -1014)
(5, 183, -801)
(5, 391, -652)
(5, 2515, -519)
(5, 1167, -791)
(5, 1605, -887)
(5, 1623, -574)
(5, 4117, -155)
(5, 2040, 542)
(5, 1338, -777)
(5, 4176, -628)
(5, 907, 826)
(5, 1624, -952)
(5, 4934, -830)
(5, 2144, -699)
(5, 2746, -994)
(5, 4663, 598)
(5, 948, 367)
(5, 5503, 586)
(5, 8198, -179)
(5, 2299, -999)
(5, 7070, 395)
(5, 6383, -739)
(5, 2837, -727)
(5, 3135, -515)
(5, 3292, -1013)
(5, 2095, 887)
(5, 819, -570)
(5, 4182, -618)
(5, 6747, -757)
(5, 220, -780)
(5, 2239, -816)
(5, 1515, 76)
(5, 253, 642)
(5, 3758, -567)
(5, 683, 311)
(5, 740, -967)
(5, 3483, -229)
(5, 3271, -525)
(5, 5459, -644)
(5, 57, -745)
(5, 3070, -179)
(5, 7389, -683)
(5, 3278, -1019)
(5, 3816, 943)
(5, 1461, 666)
(5, 3579, 820)
(5, 1043, -840)
(5, 3017, -530)
(5, 3846, -696)
(5, 3710, -891)
(5, 5658, -612)
(5, 1454, -754)
(5, 14, 342)
(5, 2204, -711)
(5, 394, -1023)
(5, 3959, -995)
(5, 2232, -577)
(5, 3942, -544)
(5, 2473, -1001)
(5, 2352, 181)
(5, 3459, -284)
(5, 7517, -710)
(5, 616, -557)
(5, 2599, -591)
(5, 4064, -559)
(5, 2920, -848)
(5, 7870, -624)
(5, 779, -608)
(5, 3086, 704)
(5, 2681, 892)
(5, 1877, -890)
(5, 6882, 51)
(5, 7743, 595)
(5, 3922, 164)
(5, 2583, -791)
(5, 4017, -896)
(5, 1011, 125)
(5, 6183, -170)
(5, 4766, 404)
(5, 2330, 633)
(5, 3336, -397)
(5, 2347, -1016)
(5, 2654, -276)
(5, 6301, -752)
(5, 4863, -224)
(5, 1553, -888)
(5, 4102, -989)
(5, 2751, 1012)
(5, 5600, -454)
(5, 2322, 500)
(5, 4107, -982)
(5, 6460, 243)
(5, 2978, 462)
(5, 3148, -582)
(5, 240, -929)
(5, 2953, -420)
(5, 3845, -661)
(5, 759, -716)
(5, 2101, -740)
(5, 636, 119)
(6, 349, -893)
(6, 2621, -531)
(6, 670, 523)
(6, 1731, -903)
(6, 1133, -338)
(6, 2939, -835)
(6, 1961, -659)
(6, 2191, -115)
(6, 7149, 981)
(6, 4135, 791)
(6, 2785, -643)
(6, 1165, -163)
(6, 965, -708)
(6, 371, -591)
(6, 2423, -7)
(6, 8098, 452)
(6, 1550, -913)
(6, 1991, -1013)
(6, 2812, -89)
(6, 590, -978)
(6, 4064, -516)
(6, 2317, -608)
(6, 3820, -514)
(6, 2655, 378)
(6, 5605, -1012)
(6, 313, 465)
(6, 281, 12)
(6, 4457, -897)
(6, 1661, -907)
(6, 4914, -782)
(6, 8368, -1018)
(6, 351, -571)
(6, 7281, -937)
(6, 3184, -634)
(6, 4157, 486)
(6, 167, -635)
(6, 2926, -694)
(6, 4168, -263)
(6, 2408, -826)
(6, 7994, -573)
(6, 3375, -748)
(6, 3675, -573)
(6, 2375, -793)
(6, 4175, -34)
(6, 2338, -661)
(6, 151, -849)
(6, 202, -808)
(6, 2387, -26)
(6, 7395, -873)
(6, 2047, -977)
(6, 3024, 426)
(8, 1065, -1014)
(8, 1369, -197)
(8, 7701, 839)
(8, 1516, 1)
(8, 2047, -765)
(8, 3582, -312)
(8, 1654, -892)
(8, 1592, -871)
(8, 4742, -913)
(8, 3353, -95)
(8, 2673, -596)
(8, 3459, 387)
(8, 3898, 216)
(8, 7468, -273)
(8, 154, -931)
(8, 5260, -528)
(8, 1523, -564)
(8, 1137, -448)
(8, 6485, -909)
(9, 632, -204)
(9, 272, -832)
(9, 2038, 746)
(10, 7683, -334)
(10, 8305, -655)
(10, 7017, -763)
(10, 4013, -814)
(10, 2701, -297)
(10, 1660, -644)
(10, 1299, -749)
(10, 8191, -618)
(10, 7768, 1012)
(10, 3767, 231)
(10, 5816, -756)
(10, 8285, -876)
(10, 8041, -913)
(10, 551, 472)
(10, 3855, 341)
(10, 2635, -748)
(10, 1124, 261)
(10, 454, -685)
(10, 2297, 325)
(10, 2159, -966)
(10, 2336, -978)
(10, 2015, -796)
(10, 2194, -857)
(10, 1216, -375)
(10, 2380, -566)
(10, 1358, 800)
(10, 1824, -786)
(10, 806, 819)
(10, 541, 736)
(10, 2160, -652)
(10, 3978, -964)
(10, 2718, -873)
(10, 1098, -1015)
(10, 1321, -16)
(10, 7303, 60)
(10, 3724, -627)
(11, 744, 511)
(11, 1717, -553)
(11, 5432, -891)
(11, 2243, 253)
(11, 189, -1020)
(11, 3293, -670)
(11, 2465, -490)
(11, 8052, -825)
(11, 1422, -793)
(11, 3896, -913)
(11, 6261, -596)
(11, 1317, -763)
(11, 1738, -248)
(11, 94, -404)
(11, 1886, 519)
(11, 3852, 359)
(11, 1222, -986)
(11, 2557, -864)
(11, 2068, -927)
(11, 3937, -1008)
(11, 3744, -154)
(11, 1514, -857)
(11, 6164, -636)
(11, 2605, -288)
(11, 1576, -764)
(11, 6065, -718)
(11, 409, -734)
(11, 2064, -666)
(11, 988, 440)
(11, 7497, 563)
(11, 3608, -826)
(11, 8058, -706)
(11, 496, -935)
(11, 167, -923)
(11, 4105, -285)
(11, 2023, -864)
(11, 3503, -990)
(11, 1460, -340)
(11, 5748, -752)
(11, 3041, 1005)
(11, 1544, 756)
(11, 4927, -990)
(11, 5307, 321)
(11, 4123, 402)
(11, 848, -735)
(11, 685, -200)
(11, 3657, -554)
(11, 365, -877)
(11, 677, 763)
(11, 6487, -875)
(11, 12, -751)
(11, 2148, -720)
(11, 63, 238)
(11, 4959, -100)
(11, 1859, -201)
(11, 1781, 134)
(11, 6450, -781)
(11, 2419, -957)
(11, 121, -721)
(11, 838, -628)
(11, 7260, 371)
(11, 3907, 695)
(11, 5246, -781)
(11, 3839, 306)
(11, 489, 532)
(11, 1256, -70)
(11, 3075, 528)
(11, 1534, -650)
(11, 3507, -703)
(11, 954, 398)
(11, 3028, -694)
(11, 2190, -699)
(11, 4019, 993)
(11, 2435, 639)
(11, 1764, -103)
(11, 1536, -572)
(11, 1294, -934)
(11, 7214, -721)
(11, 2701, -753)
(11, 2368, -868)
(11, 4860, -716)
(11, 1686, -619)
(11, 2504, -565)
(11, 2204, 965)
(11, 2918, 591)
(11, 2533, -870)
(11, 1726, -885)
(11, 3931, -583)
(11, 1009, -740)
(11, 39, -108)
(11, 3430, -828)
(11, 3696, -737)
(11, 253, -747)
(11, 4007, -814)
(11, 490, 623)
(11, 6338, 504)
(11, 2790, -821)
(11, 953, -774)
(11, 3202, -784)
(11, 3949, -552)
(11, 2302, -904)
(11, 839, -53)
(11, 286, -349)
(11, 788, -698)
(11, 2097, -608)
(11, 1191, 470)
(11, 2539, 974)
(11, 1941, -721)
(11, 2815, -540)
(11, 1951, -255)
(11, 2625, -272)
(11, 54, -760)
(11, 2567, -717)
(11, 3784, -747)
(11, 7184, 21)
(11, 2253, 641)
(11, 6847, -360)
(11, 1115, -245)
(11, 7964, -634)
(11, 1032, 985)
(11, 1226, -586)
(11, 7704, -885)
(11, 4399, -451)
(11, 1192, -435)
(11, 7055, -667)
(11, 3311, -931)
(11, 1393, -719)
(11, 1514, -684)
(11, 832, -998)
(11, 2513, 364)
(11, 3217, -976)
(11, 2720, -269)
(11, 3234, -772)
(11, 7591, -681)
(11, 382, 410)
(11, 3621, -1003)
(11, 6199, -213)
(11, 3163, 475)
(11, 1372, 169)
(12, 2033, 254)
(12, 3247, -719)
(12, 1730, -882)
(12, 1703, -492)
(12, 299, 625)
(12, 3485, -905)
(12, 1603, -1014)
(12, 955, -989)
(12, 1605, -133)
(12, 8407, 151)
(12, 6188, 582)
(12, 2583, -679)
(12, 676, -802)
(12, 1876, -547)
(12, 3590, -976)
(12, 2186, -633)
(12, 7853, -959)
(12, 1335, -517)
(12, 3421, -992)
(12, 416, -657)
(12, 7070, -305)
(12, 1217, 203)
(12, 627, -943)
(12, 4693, -919)
(12, 1134, 879)
(12, 315, 52)
(12, 2446, -255)
(12, 1270, -731)
(12, 3887, -795)
(12, 5927, -967)
(12, 4644, -819)
(12, 1241, 511)
(12, 6973, -625)
(12, 3144, -718)
(12, 2815, -688)
(12, 7832, -805)
(12, 6254, -589)
(12, 2370, -613)
(12, 582, -619)
(12, 3583, 938)
(12, 91, -874)
(12, 2746, -421)
(12, 3993, -555)
(12, 2714, -656)
(12, 1680, -59)
(12, 8259, 22)
(12, 1828, -597)
(12, 4248, 377)
(12, 3667, -901)
(12, 2998, 768)
(12, 5487, 978)
(12, 4449, -550)
(12, 8125, -628)
(12, 8066, -1008)
(12, 1073, -303)
(12, 8392, -835)
(12, 755, -919)
(12, 7571, -552)
(12, 3489, 515)
(12, 1018, -979)
(12, 954, -801)
(12, 3017, -970)
(12, 3067, -730)
(12, 2890, -513)
(12, 2904, -780)
(12, 874, -661)
(14, 3141, -536)
(14, 6593, -555)
(14, 6999, -706)
(14, 734, 923)
(14, 6776, -764)
(14, 3758, -748)
(14, 3891, 720)
(14, 1692, 25)
(14, 7288, -691)
(14, 897, 997)
(14, 8429, 840)
(14, 1783, 510)
(14, 603, -820)
(14, 5479, 119)
(14, 3871, -173)
(14, 640, -657)
(14, 2413, -803)
(14, 222, -704)
(14, 3424, -972)
(14, 1822, -837)
(14, 3444, -443)
(14, 6286, -446)
(14, 2128, -889)
(14, 6804, -906)
(14, 2644, 70)
(14, 1185, 945)
(14, 2259, -673)
(14, 1737, 628)
(14, 6851, 103)
(14, 3287, -66)
(14, 2425, -380)
(14, 2738, 425)
(14, 1340, -563)
(14, 3329, -970)
(14, 7163, -611)
(14, 347, -937)
(14, 4815, -903)
(15, 7056, 383)
(15, 2429, 721)
(15, 8078, -945)
(15, 5542, 538)
(15, 5640, 639)
(15, 6093, -918)
(15, 6939, -551)
(15, 443, -947)
(15, 1862, -705)
(15, 2376, -430)
(15, 2397, 4)
(15, 1353, 723)
(15, 2592, -655)
(15, 603, -488)
(15, 1167, -548)
(15, 1626, -1010)
(15, 1418, -307)
(15, 5316, -617)
(15, 3203, 913)
(15, 1301, 820)
(15, 1129, -761)
(15, 2119, 36)
(15, 565, -872)
(15, 99, -233)
(15, 6108, -575)
(15, 8118, -883)
(15, 8018, -887)
(15, 889, -990)
(15, 6318, 187)
(15, 6794, -824)
(15, 2713, -757)
(15, 1002, -601)
(15, 6136, -695)
(15, 6611, -244)
(15, 3780, -646)
(15, 2519, -957)
(15, 1603, 431)
(15, 656, -755)
(15, 215, -581)
(15, 1734, -953)
(15, 6724, 823)
(15, 613, -724)
(15, 5555, -817)
(15, 2424, -744)
(15, 5335, -1011)
(15, 2009, -979)
(15, 2468, 967)
(15, 3193, -845)
(15, 2680, -69)
(15, 453, 610)
(15, 2326, -1002)
(15, 543, -619)
(15, 8170, -515)
(15, 1240, -538)
(15, 3357, -469)
(15, 5603, -666)
(15, 7196, -959)
(15, 5796, -768)
(15, 3768, -866)
(15, 1453, -793)
(15, 6041, 290)
(15, 642, -718)
(15, 2325, -557)
(15, 1896, -638)
(15, 4859, -961)
(15, 2148, -637)
(15, 6866, -612)
(15, 3929, 335)
(15, 2952, -235)
(15, 3943, -884)
(15, 7176, -413)
(15, 3606, -764)
(15, 4631, -142)
(15, 2988, 136)
(15, 3949, -861)
(15, 887, -748)
(15, 1537, -623)
(15, 4792, -776)
(15, 3780, 319)
(15, 416, -943)
(15, 2665, 690)
(15, 316, -970)
(15, 876, -878)
(15, 3160, -1017)
(15, 1474, -630)
(15, 2616, -518)
(15, 4803, 800)
(15, 294, -282)
(15, 2276, -658)
(15, 1574, 373)
(15, 1428, -500)
(15, 2094, 544)
(15, 4395, -906)
(15, 3969, -521)
(15, 1388, -819)
(15, 1670, -228)
(15, 6833, 627)
(15, 968, 66)
(15, 3456, -666)
(15, 8183, -364)
(15, 2640, 168)
(15, 2675, -527)
(15, 1810, 461)
(15, 3157, 118)
(15, 254, -469)
(15, 2680, 15)
(15, 325, -1000)
(15, 4212, -819)
(15, 1156, -818)
(15, 1888, -930)
(15, 4932, 916)
(15, 2639, -696)
(15, 4805, -940)
(15, 1637, 431)
(15, 7358, -969)
(15, 1543, 952)
(15, 3626, 624)
(15, 6484, -1022)
(15, 2440, -904)
(15, 293, 548)
(15, 2638, -789)
(15, 3059, -772)
(15, 1477, -576)
(15, 26, -599)
(15, 789, 64)
(15, 60, -757)
(15, 4182, -783)
(15, 1903, 942)
(15, 2738, 609)
(15, 403, -1013)
(15, 1125, -627)
(15, 7741, -60)
(15, 6371, -775)
(15, 3908, 816)
(15, 1108, -781)
(15, 2786, 460)
(15, 7232, 833)
(15, 4001, -530)
(15, 1842, -910)
(16, 5281, -318)
(16, 3971, 938)
(16, 1745, -764)
(16, 6914, -569)
(16, 3959, -798)
(16, 7601, 776)
(16, 565, -874)
(16, 2282, -128)
(16, 3862, -652)
(16, 2554, -748)
(16, 2865, -861)
(16, 2688, -578)
(16, 3983, 588)
(16, 8332, 826)
(16, 3959, 697)
(16, 2364, -886)
(16, 1026, -826)
(16, 3950, -869)
(16, 3187, -441)
(16, 1565, -983)
(16, 1636, -927)
(16, 2201, -527)
(16, 3113, -607)
(16, 6579, -1018)
(16, 690, -627)
(16, 2633, -657)
(16, 2639, -962)
(16, 2673, -877)
(16, 990, 413)
(16, 1367, -748)
(16, 3592, -949)
(16, 1139, 426)
(16, 3677, -752)
(16, 3669, -552)
(16, 7583, -973)
(16, 6712, 499)
(16, 1825, -720)
(16, 2139, 909)
(16, 5979, -958)
(16, 1910, -685)
(16, 1371, -842)
(16, 3451, -620)
(16, 3743, -950)
(16, 1329, -64)
(16, 4656, -631)
(16, 1156, -642)
(16, 5429, -704)
(16, 3545, -994)
(16, 4430, -565)
(16, 7765, -454)
(16, 4983, -999)
(16, 2291, 958)
(16, 3936, 10)
(16, 1119, -904)
(16, 3232, -1010)
(16, 2230, 554)
(17, 1619, -662)
(17, 1343, -336)
(17, 2501, -792)
(17, 3335, 224)
(17, 6218, -826)
(17, 4443, -1004)
(17, 663, -758)
(17, 3653, -763)
(17, 5830, -599)
(17, 5797, -772)
(17, 7962, -756)
(17, 427, 586)
(17, 4229, 747)
(17, 1844, -547)
(17, 904, -919)
(17, 2781, -811)
(17, 195, -918)
(17, 3271, 874)
(17, 1735, -523)
(17, 2090, -1019)
(17, 514, -888)
(17, 8145, 136)
(17, 2438, -727)
(17, 4660, 93)
(17, 900, 246)
(17, 175, -782)
(17, 5876, 526)
(17, 5217, 539)
(17, 3074, -654)
(17, 1973, 867)
(17, 3075, -528)
(17, 2293, -188)
(17, 3501, -709)
(17, 826, -798)
(17, 385, -753)
(17, 5196, -896)
(17, 7539, -372)
(17, 3419, 711)
(17, 1103, 882)
(17, 1506, -663)
(18, 4098, -129)
(18, 1209, -926)
(18, 2618, -985)
(18, 2639, -822)
(18, 3203, -586)
(18, 94, -851)
(18, 252, 694)
(18, 2178, -841)
(18, 87, 698)
(18, 2459, -402)
(18, 2961, -901)
(18, 347, -458)
(18, 2711, -996)
(18, 2039, -1008)
(18, 3094, -784)
(18, 89, -556)
(18, 1955, 565)
(18, 3857, -644)
(18, 5465, -542)
(18, 3638, -990)
(18, 2854, -900)
(18, 320, -976)
(18, 4126, -53)
(18, 2936, -750)
(18, 2650, -929)
(18, 1522, 882)
(18, 2694, -548)
(18, 1961, -896)
(18, 6102, -868)
(18, 1216, -658)
(18, 5714, -940)
(18, 3156, -443)
(18, 4422, 262)
(18, 7080, 505)
(18, 3408, -677)
(18, 3462, -516)
(18, 696, -479)
(18, 2795, -743)
(18, 1542, -1006)
(18, 2129, -868)
(18, 8192, -643)
(18, 7701, -590)
(18, 4668, -770)
(18, 275, 740)
(18, 6262, -846)
(18, 917, -960)
(18, 62, -759)
(18, 3280, -961)
(18, 908, 617)
(18, 3141, -709)
(18, 1355, 733)
(18, 3049, 359)
(18, 2185, -207)
(18, 2771, 41)
(18, 7412, -803)
(18, 3038, -962)
(18, 4173, -717)
(18, 147, 373)
(18, 6768, -527)
(18, 5145, -616)
(18, 546, -834)
(18, 3981, -536)
(18, 1462, -956)
(18, 6842, 295)
(18, 455, -955)
(18, 3105, -81)
(18, 3796, -332)
(18, 7511, -871)
(18, 3440, -614)
(18, 1407, -923)
(18, 2857, -908)
(18, 4003, 154)
(18, 2364, -1009)
(18, 2643, -851)
(18, 2619, -658)
(18, 4082, -564)
(18, 3118, 257)
(18, 368, -758)
(18, 4325, -688)
(18, 2403, 246)
(18, 797, -798)
(18, 2626, -135)
(18, 3026, -931)
(18, 3118, 977)
(18, 61, -864)
(18, 1179, -153)
(18, 3592, -746)
(18, 1352, -978)
(18, 8367, -819)
(18, 2527, 447)
(18, 3128, -762)
(18, 7250, -940)
(18, 6898, -747)
(18, 4229, -755)
(18, 327, -795)
(18, 1650, -203)
(19, 2182, -725)
(19, 2189, -875)
(19, 5557, 284)
(19, 3738, -537)
(19, 4013, 98)
(19, 4313, 472)
(19, 6144, 244)
(19, 1602, -630)
(19, 2875, -609)
(19, 2705, 441)
(19, 2135, -142)
(19, 3061, -841)
(19, 2158, -692)
(19, 547, 769)
(19, 3809, -777)
(19, 3430, -172)
(19, 5741, 796)
(19, 3438, -627)
(19, 100, -521)
(19, 1670, -767)
(19, 7398, -783)
(19, 1236, 453)
(19, 867, -554)
(19, 2078, -36)
(19, 3328, -542)
(19, 7011, -933)
(19, 3953, 768)
(19, 3883, -987)
(19, 2056, -882)
(19, 2167, -726)
(19, 2136, -589)
(19, 3906, -592)
(19, 441, -408)
(19, 2499, -721)
(19, 1268, -807)
(19, 4166, -1004)
(19, 720, -913)
(19, 2545, -833)
(19, 3389, -871)
(19, 2770, -873)
(19, 689, -290)
(19, 5289, -712)
